,지점,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
4841,253,김해시,2013-11,9.8,15.5,23.8,2013-11-02,5.1,-2.8,2013-11-28
4842,253,김해시,2013-12,4.1,9.4,13.9,2013-12-01,-0.4,-5.9,2013-12-29
4843,253,김해시,2014-01,3.7,9.4,16.5,2014-01-30,-1.1,-6.9,2014-01-10
4844,253,김해시,2014-02,5.5,10.6,20.3,2014-02-02,1.4,-6.8,2014-02-05
4845,253,김해시,2014-03,9.5,15.1,24.4,2014-03-18,4.7,-2.4,2014-03-10
4846,253,김해시,2014-04,14.6,20.8,27.6,2014-04-15,10.0,3.2,2014-04-06
4847,253,김해시,2014-05,19.5,25.4,30.6,2014-05-31,14.4,8.3,2014-05-07
4848,253,김해시,2014-06,21.8,26.6,31.5,2014-06-28,18.5,14.3,2014-06-07
4849,253,김해시,2014-07,25.1,29.5,35.4,2014-07-31,21.9,19.1,2014-07-05
4850,253,김해시,2014-08,24.3,28.1,33.2,2014-08-01,21.8,18.2,2014-08-31
4851,253,김해시,2014-09,22.5,28.0,31.6,2014-09-09,18.6,15.1,2014-09-21
4852,253,김해시,2014-10,17.1,22.9,27.7,2014-10-10,12.8,8.1,2014-10-18
4853,253,김해시,2014-11,11.3,16.8,21.3,2014-11-01,7.1,1.1,2014-11-14
4854,253,김해시,2014-12,2.2,7.2,14.0,2014-12-10,-2.3,-6.7,2014-12-18
4855,253,김해시,2015-01,2.8,8.0,12.4,2015-01-26,-1.4,-7.6,2015-01-02
4856,253,김해시,2015-02,4.9,10.0,16.2,2015-02-22,0.3,-7.9,2015-02-09
4857,253,김해시,2015-03,9.2,15.4,22.9,2015-03-21,4.0,-3.7,2015-03-10
4858,253,김해시,2015-04,14.2,19.7,28.9,2015-04-26,9.7,4.5,2015-04-09
4859,253,김해시,2015-05,19.8,25.8,33.5,2015-05-26,15.1,10.3,2015-05-05
4860,253,김해시,2015-06,21.9,27.0,31.4,2015-06-12,18.3,12.6,2015-06-06
4861,253,김해시,2015-07,25.0,29.5,35.3,2015-07-31,21.9,18.1,2015-07-05
4862,253,김해시,2015-08,26.5,31.7,36.7,2015-08-08,22.8,19.8,2015-08-26
4863,253,김해시,2015-09,21.7,27.1,30.8,2015-09-28,17.9,15.1,2015-09-14
4864,253,김해시,2015-10,17.5,24.1,27.9,2015-10-18,12.8,4.9,2015-10-31
4865,253,김해시,2015-11,13.0,17.6,24.0,2015-11-06,9.8,0.1,2015-11-27
4866,253,김해시,2015-12,7.0,11.8,17.8,2015-12-08,3.0,-3.6,2015-12-18
4867,253,김해시,2016-01,2.3,7.2,17.0,2016-01-03,-1.6,-10.4,2016-01-24
4868,253,김해시,2016-02,5.2,10.6,16.6,2016-02-13,0.7,-4.5,2016-02-02
4869,253,김해시,2016-03,9.8,15.4,23.0,2016-03-30,5.5,-3.7,2016-03-01
4870,253,김해시,2016-04,15.3,21.0,26.7,2016-04-14,11.1,7.3,2016-04-12
4871,253,김해시,2016-05,20.0,26.2,32.7,2016-05-31,14.7,10.3,2016-05-17
4872,253,김해시,2016-06,23.0,28.0,32.2,2016-06-17,19.6,14.5,2016-06-02
4873,253,김해시,2016-07,26.6,31.9,35.7,2016-07-14,23.1,21.1,2016-07-22
4874,253,김해시,2016-08,27.4,32.9,36.7,2016-08-11,23.4,17.1,2016-08-29
4875,253,김해시,2016-09,22.1,26.4,30.4,2016-09-01,19.3,15.8,2016-09-30
4876,253,김해시,2016-10,17.5,22.1,28.7,2016-10-02,14.3,7.7,2016-10-31
4877,253,김해시,2016-11,10.2,15.3,21.1,2016-11-05,5.9,-0.7,2016-11-24
4878,253,김해시,2016-12,5.6,10.7,17.8,2016-12-22,1.1,-4.3,2016-12-16
4879,253,김해시,2017-01,2.8,8.0,14.3,2017-01-02,-1.7,-8.1,2017-01-15
4880,253,김해시,2017-02,4.5,10.1,16.5,2017-02-17,-0.6,-5.9,2017-02-11
4881,253,김해시,2017-03,8.3,14.2,19.6,2017-03-30,3.5,-3.2,2017-03-08
4882,253,김해시,2017-04,15.4,21.0,27.0,2017-04-16,10.4,3.7,2017-04-02
4883,253,김해시,2017-05,20.0,26.4,33.6,2017-05-30,14.8,10.4,2017-05-03
4884,253,김해시,2017-06,22.1,28.0,34.4,2017-06-15,17.8,14.1,2017-06-04
4885,253,김해시,2017-07,26.8,31.2,36.3,2017-07-22,23.6,20.5,2017-07-27
4886,253,김해시,2017-08,26.4,31.4,38.0,2017-08-07,22.8,17.4,2017-08-31
4887,253,김해시,2017-09,21.4,27.1,30.6,2017-09-25,17.2,10.8,2017-09-30
4888,253,김해시,2017-10,16.6,21.9,28.8,2017-10-10,12.8,4.6,2017-10-31
4889,253,김해시,2017-11,9.2,15.4,22.5,2017-11-08,3.9,-2.5,2017-11-19
4890,253,김해시,2017-12,1.6,7.4,13.2,2017-12-03,-3.5,-8.4,2017-12-12
4891,253,김해시,2018-01,0.2,5.5,14.9,2018-01-15,-4.0,-12.2,2018-01-27
4892,253,김해시,2018-02,3.9,9.7,16.6,2018-02-24,-1.3,-12.4,2018-02-07
4893,253,김해시,2018-03,9.6,15.5,23.6,2018-03-28,4.7,-1.6,2018-03-02
4894,253,김해시,2018-04,14.8,20.7,27.5,2018-04-20,10.0,2.4,2018-04-08
4895,253,김해시,2018-05,18.6,23.9,29.8,2018-05-15,14.4,8.5,2018-05-04
4896,253,김해시,2018-06,22.3,27.7,35.3,2018-06-24,18.5,14.2,2018-06-17
4897,253,김해시,2018-07,27.6,32.9,37.8,2018-07-25,23.8,17.6,2018-07-08
4898,253,김해시,2018-08,28.2,33.4,38.5,2018-08-05,24.6,19.2,2018-08-19
4899,253,김해시,2018-09,21.7,26.4,30.9,2018-09-16,18.4,11.5,2018-09-25
4900,253,김해시,2018-10,15.7,21.5,27.3,2018-10-07,11.3,5.8,2018-10-28
4901,253,김해시,2018-11,11.0,17.2,22.8,2018-11-06,6.3,-0.7,2018-11-24
4902,253,김해시,2018-12,4.1,9.0,19.5,2018-12-02,-0.2,-8.7,2018-12-28
4903,253,김해시,2019-01,3.3,9.5,13.5,2019-01-30,-1.4,-5.2,2019-01-16
4904,253,김해시,2019-02,5.7,11.4,17.3,2019-02-25,0.9,-5.2,2019-02-01
4905,253,김해시,2019-03,10.3,16.4,22.2,2019-03-19,5.3,0.0,2019-03-13
4906,253,김해시,2019-04,13.6,19.4,26.5,2019-04-21,8.9,1.7,2019-04-01
4907,253,김해시,2019-05,20.4,26.9,32.5,2019-05-25,14.8,9.7,2019-05-08
4908,253,김해시,2019-06,22.0,27.3,32.1,2019-06-05,18.1,14.9,2019-06-13
4909,253,김해시,2019-07,25.2,29.4,33.7,2019-07-22,22.5,20.2,2019-07-14
4910,253,김해시,2019-08,27.2,31.8,36.6,2019-08-05,23.8,19.2,2019-08-31
4911,253,김해시,2019-09,23.2,28.5,34.1,2019-09-09,19.9,13.0,2019-09-25
4912,253,김해시,2019-10,17.9,23.5,28.8,2019-10-03,13.7,6.3,2019-10-28
4913,253,김해시,2019-11,11.8,17.9,23.8,2019-11-01,6.9,0.0,2019-11-21
4914,253,김해시,2019-12,5.6,11.2,17.8,2019-12-11,1.3,-3.5,2019-12-06
4915,253,김해시,2020-01,5.4,10.3,18.4,2020-01-07,1.8,-3.5,2020-01-01
4916,253,김해시,2020-02,6.1,11.7,19.7,2020-02-14,1.3,-5.6,2020-02-06
4917,253,김해시,2020-03,9.8,15.7,21.0,2020-03-21,4.5,-1.6,2020-03-05
4918,253,김해시,2020-04,12.2,18.8,25.4,2020-04-29,7.0,2.6,2020-04-23
4919,253,김해시,2020-05,18.5,24.2,29.2,2020-05-11,14.0,10.6,2020-05-08
4920,253,김해시,2020-06,23.3,29.1,33.7,2020-06-09,19.0,16.1,2020-06-18
4921,253,김해시,2020-07,22.7,26.5,31.7,2020-07-31,20.2,16.6,2020-07-17
4922,253,김해시,2020-08,27.7,32.0,35.8,2020-08-20,24.6,22.8,2020-08-22
4923,253,김해시,2020-09,21.7,26.6,31.4,2020-09-01,18.0,12.1,2020-09-29
4924,253,김해시,2020-10,16.2,22.5,28.1,2020-10-03,11.6,5.3,2020-10-24
4925,253,김해시,2020-11,11.0,16.6,23.9,2020-11-18,6.3,-1.1,2020-11-29
4926,253,김해시,2020-12,2.7,8.2,13.0,2020-12-11,-1.7,-8.9,2020-12-31
4927,253,김해시,2021-01,1.8,7.4,16.7,2021-01-15,-3.1,-13.9,2021-01-08
4928,253,김해시,2021-02,6.1,12.0,22.3,2021-02-21,1.0,-8.0,2021-02-18
4929,253,김해시,2021-03,10.8,16.7,22.8,2021-03-16,6.0,-0.8,2021-03-03
4930,253,김해시,2021-04,14.6,21.1,27.4,2021-04-22,9.1,4.5,2021-04-15
4931,253,김해시,2021-05,18.0,23.3,29.4,2021-05-23,13.5,7.1,2021-05-03
4932,253,김해시,2021-06,22.2,27.3,31.4,2021-06-21,18.3,14.7,2021-06-05
4933,253,김해시,2021-07,26.5,31.2,34.5,2021-07-30,23.0,19.8,2021-07-02
4934,253,김해시,2021-08,26.2,31.1,37.5,2021-08-06,22.9,20.5,2021-08-20
4935,253,김해시,2021-09,22.6,27.2,30.7,2021-09-12,19.5,16.3,2021-09-24
4936,253,김해시,2021-10,17.6,23.5,31.4,2021-10-10,12.9,3.9,2021-10-18
4937,253,김해시,2021-11,10.9,17.0,22.4,2021-11-06,5.9,1.0,2021-11-28
4938,253,김해시,2021-12,4.3,9.8,17.7,2021-12-10,-0.7,-9.9,2021-12-26
4939,253,김해시,2022-01,2.2,8.0,12.3,2022-01-22,-2.5,-7.2,2022-01-14
4940,253,김해시,2022-02,2.6,8.3,15.4,2022-02-28,-2.3,-8.6,2022-02-17
4941,253,김해시,2022-03,9.9,15.7,21.9,2022-03-16,5.0,-1.9,2022-03-06
4942,253,김해시,2022-04,14.7,20.9,26.8,2022-04-25,9.8,2.5,2022-04-02
4943,253,김해시,2022-05,19.4,25.8,31.3,2022-05-22,14.2,6.1,2022-05-03
4944,253,김해시,2022-06,22.4,26.7,31.5,2022-06-22,19.2,13.7,2022-06-09
4945,253,김해시,2022-07,26.8,31.0,34.6,2022-07-14,23.7,20.8,2022-07-18
4946,253,김해시,2022-08,,,34.5,2022-08-06,,25.5,2022-08-03
4947,184,제주,1993-01,5.5,7.4,13.7,1993-01-02,3.6,-0.8,1993-01-28
4948,184,제주,1993-02,7.1,10.5,22.9,1993-02-06,3.8,-0.1,1993-02-23
4949,184,제주,1993-03,8.9,12.6,18.6,1993-03-31,5.6,0.7,1993-03-01
4950,184,제주,1993-04,13.5,17.2,28.8,1993-04-23,9.9,2.8,1993-04-10
4951,184,제주,1993-05,17.4,20.8,31.6,1993-05-13,14.1,9.6,1993-05-15
4952,184,제주,1993-06,20.9,24.7,31.0,1993-06-28,18.1,14.1,1993-06-10
4953,184,제주,1993-07,23.7,26.8,34.5,1993-07-12,21.6,18.6,1993-07-03
4954,184,제주,1993-08,24.0,26.6,29.5,1993-08-01,21.9,18.7,1993-08-30
4955,184,제주,1993-09,22.4,25.4,31.3,1993-09-17,19.3,15.9,1993-09-26
4956,184,제주,1993-10,17.3,20.3,23.7,1993-10-21,14.2,9.2,1993-10-31
4957,184,제주,1993-11,13.7,16.8,22.7,1993-11-05,10.9,2.7,1993-11-24
4958,184,제주,1993-12,7.6,10.7,17.8,1993-12-30,4.6,0.5,1993-12-16
4959,184,제주,1994-01,6.0,8.9,15.3,1994-01-17,3.1,-0.6,1994-01-19
4960,184,제주,1994-02,6.7,9.3,14.3,1994-02-18,4.1,0.8,1994-02-09
4961,184,제주,1994-03,7.9,11.2,17.4,1994-03-07,4.8,0.7,1994-03-11
4962,184,제주,1994-04,15.1,18.6,26.4,1994-04-29,12.0,7.4,1994-04-14
4963,184,제주,1994-05,18.8,22.8,29.0,1994-05-16,15.1,10.0,1994-05-19
4964,184,제주,1994-06,21.0,24.7,34.5,1994-06-30,17.9,15.4,1994-06-21
4965,184,제주,1994-07,28.4,31.2,34.6,1994-07-02,25.7,24.1,1994-07-11
4966,184,제주,1994-08,27.9,30.8,33.7,1994-08-01,25.4,21.1,1994-08-24
4967,184,제주,1994-09,23.0,26.1,30.6,1994-09-01,19.7,15.6,1994-09-24
4968,184,제주,1994-10,18.6,21.6,28.3,1994-10-16,15.7,11.4,1994-10-23
4969,184,제주,1994-11,14.9,18.0,23.6,1994-11-06,11.8,5.8,1994-11-27
4970,184,제주,1994-12,9.4,11.8,18.4,1994-12-09,6.6,2.3,1994-12-16
4971,184,제주,1995-01,6.1,8.4,17.1,1995-01-08,3.7,0.8,1995-01-31
4972,184,제주,1995-02,6.8,9.3,14.9,1995-02-11,4.4,0.3,1995-02-05
4973,184,제주,1995-03,9.9,13.4,20.1,1995-03-22,6.6,1.7,1995-03-04
4974,184,제주,1995-04,13.0,16.5,24.1,1995-04-22,9.4,3.9,1995-04-04
4975,184,제주,1995-05,17.0,20.8,26.6,1995-05-27,13.0,8.6,1995-05-11
4976,184,제주,1995-06,20.3,23.0,27.9,1995-06-01,17.5,13.6,1995-06-29
4977,184,제주,1995-07,25.9,29.3,34.5,1995-07-16,23.3,19.0,1995-07-06
4978,184,제주,1995-08,28.3,31.8,35.8,1995-08-08,25.6,21.5,1995-08-28
4979,184,제주,1995-09,22.3,25.1,32.8,1995-09-02,19.8,13.7,1995-09-29
4980,184,제주,1995-10,18.5,21.5,25.0,1995-10-03,15.4,11.1,1995-10-31
4981,184,제주,1995-11,12.2,15.4,22.2,1995-11-13,8.9,4.3,1995-11-24
4982,184,제주,1995-12,7.1,9.2,13.1,1995-12-23,4.6,0.7,1995-12-25
4983,184,제주,1996-01,5.9,8.6,18.0,1996-01-14,3.3,-0.7,1996-01-08
4984,184,제주,1996-02,4.5,7.3,20.9,1996-02-13,1.7,-1.5,1996-02-10
4985,184,제주,1996-03,8.8,12.2,21.3,1996-03-16,5.6,0.2,1996-03-12
4986,184,제주,1996-04,12.0,15.6,22.9,1996-04-27,8.7,4.2,1996-04-02
4987,184,제주,1996-05,17.9,21.9,26.9,1996-05-03,14.3,10.6,1996-05-06
4988,184,제주,1996-06,22.6,26.6,31.0,1996-06-17,19.6,17.3,1996-06-19
4989,184,제주,1996-07,25.1,28.6,34.2,1996-07-28,22.7,17.2,1996-07-10
4990,184,제주,1996-08,27.3,30.0,35.5,1996-08-02,24.9,20.8,1996-08-29
4991,184,제주,1996-09,23.1,26.2,30.1,1996-09-15,20.1,16.5,1996-09-22
4992,184,제주,1996-10,18.1,21.1,25.8,1996-10-06,14.8,7.0,1996-10-27
4993,184,제주,1996-11,13.3,15.7,21.6,1996-11-09,10.4,1.7,1996-11-30
4994,184,제주,1996-12,9.2,12.4,18.8,1996-12-04,6.0,1.2,1996-12-06
4995,184,제주,1997-01,5.3,7.8,17.1,1997-01-01,2.7,-0.9,1997-01-22
4996,184,제주,1997-02,6.8,10.0,22.7,1997-02-28,3.9,-0.2,1997-02-04
4997,184,제주,1997-03,10.2,13.2,18.8,1997-03-10,7.2,2.5,1997-03-04
4998,184,제주,1997-04,14.3,17.7,22.9,1997-04-20,11.1,4.9,1997-04-01
4999,184,제주,1997-05,19.0,22.9,27.1,1997-05-30,15.8,10.9,1997-05-01
5000,184,제주,1997-06,22.9,26.0,30.0,1997-06-26,19.8,16.0,1997-06-03
5001,184,제주,1997-07,26.7,29.5,33.9,1997-07-19,24.3,20.4,1997-07-08
5002,184,제주,1997-08,26.7,29.2,33.5,1997-08-03,24.3,21.7,1997-08-28
5003,184,제주,1997-09,23.0,25.7,34.4,1997-09-02,20.5,14.5,1997-09-30
5004,184,제주,1997-10,18.2,21.5,30.2,1997-10-20,14.9,8.2,1997-10-31
5005,184,제주,1997-11,14.3,17.3,24.5,1997-11-12,11.3,7.2,1997-11-17
5006,184,제주,1997-12,9.3,11.6,21.1,1997-12-06,6.7,1.1,1997-12-10
5007,184,제주,1998-01,6.7,9.0,15.0,1998-01-08,4.4,-2.9,1998-01-24
5008,184,제주,1998-02,8.8,11.7,20.3,1998-02-13,6.1,0.3,1998-02-09
5009,184,제주,1998-03,9.8,12.7,20.4,1998-03-19,6.9,3.8,1998-03-21
5010,184,제주,1998-04,16.1,19.8,28.5,1998-04-29,12.9,5.5,1998-04-03
5011,184,제주,1998-05,18.8,22.4,29.9,1998-05-22,15.6,11.6,1998-05-13
5012,184,제주,1998-06,21.5,24.4,30.8,1998-06-30,19.0,14.5,1998-06-01
5013,184,제주,1998-07,27.4,30.4,34.5,1998-07-30,24.5,22.1,1998-07-26
5014,184,제주,1998-08,28.2,31.3,37.4,1998-08-15,25.5,21.1,1998-08-28
5015,184,제주,1998-09,24.3,26.9,29.3,1998-09-08,21.8,19.6,1998-09-22
5016,184,제주,1998-10,19.7,22.6,27.7,1998-10-12,16.9,12.4,1998-10-20
5017,184,제주,1998-11,13.4,16.8,23.6,1998-11-16,9.7,5.2,1998-11-29
5018,184,제주,1998-12,8.9,12.1,17.7,1998-12-19,6.1,2.0,1998-12-12
5019,184,제주,1999-01,6.8,9.5,14.3,1999-01-23,4.1,0.3,1999-01-09
5020,184,제주,1999-02,7.0,10.2,17.9,1999-02-17,4.0,-1.6,1999-02-03
5021,184,제주,1999-03,10.5,14.0,21.6,1999-03-18,7.1,1.9,1999-03-22
5022,184,제주,1999-04,14.3,18.4,24.9,1999-04-01,11.0,5.3,1999-04-07
5023,184,제주,1999-05,18.4,22.0,27.1,1999-05-02,14.9,11.0,1999-05-06
5024,184,제주,1999-06,21.8,24.9,30.2,1999-06-12,19.0,17.0,1999-06-20
5025,184,제주,1999-07,24.0,26.6,32.8,1999-07-21,21.9,19.0,1999-07-11
5026,184,제주,1999-08,25.6,28.0,32.5,1999-08-11,23.6,20.7,1999-08-25
5027,184,제주,1999-09,24.6,26.9,30.5,1999-09-10,22.2,16.6,1999-09-26
5028,184,제주,1999-10,18.5,22.0,30.7,1999-10-01,15.6,9.4,1999-10-30
5029,184,제주,1999-11,13.0,16.0,20.8,1999-11-11,10.3,5.9,1999-11-29
5030,184,제주,1999-12,7.9,10.9,16.4,1999-12-16,4.8,-1.5,1999-12-20
5031,184,제주,2000-01,6.0,8.5,17.5,2000-01-05,3.4,-0.4,2000-01-31
5032,184,제주,2000-02,4.6,7.3,11.9,2000-02-05,2.1,-1.7,2000-02-08
5033,184,제주,2000-03,9.4,12.9,21.2,2000-03-27,5.9,0.9,2000-03-01
5034,184,제주,2000-04,13.5,17.6,26.1,2000-04-22,9.7,4.4,2000-04-06
5035,184,제주,2000-05,17.2,21.2,26.9,2000-05-23,13.9,9.2,2000-05-01
5036,184,제주,2000-06,21.6,25.1,30.9,2000-06-30,18.7,14.7,2000-06-01
5037,184,제주,2000-07,26.4,29.7,36.0,2000-07-21,23.8,19.8,2000-07-06
5038,184,제주,2000-08,28.0,30.9,33.2,2000-08-05,25.0,23.5,2000-08-23
5039,184,제주,2000-09,22.2,24.6,32.8,2000-09-01,19.7,16.3,2000-09-19
5040,184,제주,2000-10,18.2,21.0,25.7,2000-10-07,15.5,12.0,2000-10-30
5041,184,제주,2000-11,12.4,15.5,20.9,2000-11-06,9.6,3.5,2000-11-22
5042,184,제주,2000-12,8.4,11.8,17.5,2000-12-09,5.2,0.5,2000-12-27
5043,184,제주,2001-01,5.6,8.4,15.1,2001-01-07,2.8,-3.1,2001-01-14
5044,184,제주,2001-02,6.6,10.4,22.6,2001-02-23,3.5,-1.3,2001-02-17
5045,184,제주,2001-03,9.5,13.6,21.2,2001-03-24,5.9,-0.1,2001-03-09
5046,184,제주,2001-04,14.1,18.0,24.3,2001-04-17,10.4,4.2,2001-04-01
5047,184,제주,2001-05,18.5,22.3,28.2,2001-05-17,15.6,11.6,2001-05-03
5048,184,제주,2001-06,22.3,25.5,31.0,2001-06-30,19.7,16.2,2001-06-01
5049,184,제주,2001-07,26.7,30.4,35.8,2001-07-31,23.8,18.8,2001-07-08
5050,184,제주,2001-08,26.8,29.9,35.0,2001-08-06,24.3,18.2,2001-08-30
5051,184,제주,2001-09,23.1,25.5,27.7,2001-09-01,20.8,17.5,2001-09-24
5052,184,제주,2001-10,19.5,22.2,25.4,2001-10-03,17.0,12.7,2001-10-31
5053,184,제주,2001-11,12.5,15.6,21.0,2001-11-01,9.6,6.7,2001-11-30
5054,184,제주,2001-12,7.4,9.6,17.5,2001-12-03,5.1,1.2,2001-12-31
5055,184,제주,2002-01,7.7,10.6,21.4,2002-01-15,5.3,1.3,2002-01-25
5056,184,제주,2002-02,7.3,10.5,14.7,2002-02-21,4.0,0.6,2002-02-01
5057,184,제주,2002-03,11.4,14.7,21.0,2002-03-21,7.9,3.0,2002-03-04
5058,184,제주,2002-04,15.2,18.5,25.1,2002-04-30,11.9,7.1,2002-04-19
5059,184,제주,2002-05,17.4,20.0,25.4,2002-05-26,15.2,12.1,2002-05-20
5060,184,제주,2002-06,21.6,24.9,32.3,2002-06-10,18.8,15.2,2002-06-04
5061,184,제주,2002-07,24.5,27.3,35.0,2002-07-16,22.2,19.6,2002-07-01
5062,184,제주,2002-08,25.6,28.1,33.4,2002-08-27,23.5,20.6,2002-08-31
5063,184,제주,2002-09,22.6,25.2,29.0,2002-09-02,20.1,17.1,2002-09-24
5064,184,제주,2002-10,17.5,20.6,29.2,2002-10-05,14.5,6.9,2002-10-30
5065,184,제주,2002-11,10.7,13.8,22.5,2002-11-11,7.7,2.8,2002-11-28
5066,184,제주,2002-12,8.5,10.7,17.1,2002-12-15,6.3,1.8,2002-12-09
5067,184,제주,2003-01,4.9,7.3,15.3,2003-01-17,2.5,-2.1,2003-01-04
5068,184,제주,2003-02,7.2,9.8,17.1,2003-02-22,4.4,0.3,2003-02-13
5069,184,제주,2003-03,9.1,12.7,21.5,2003-03-31,6.2,1.4,2003-03-04
5070,184,제주,2003-04,14.1,18.6,26.7,2003-04-18,10.8,6.6,2003-04-10
5071,184,제주,2003-05,17.9,21.4,26.7,2003-05-23,15.1,11.1,2003-05-10
5072,184,제주,2003-06,21.4,24.9,28.9,2003-06-27,18.8,16.0,2003-06-05
5073,184,제주,2003-07,24.2,27.8,34.3,2003-07-24,21.6,17.8,2003-07-15
5074,184,제주,2003-08,25.9,29.3,33.9,2003-08-24,23.5,20.7,2003-08-31
5075,184,제주,2003-09,23.9,27.3,33.1,2003-09-05,21.2,17.4,2003-09-25
5076,184,제주,2003-10,17.6,21.3,26.5,2003-10-01,14.7,10.3,2003-10-30
5077,184,제주,2003-11,14.4,17.7,23.2,2003-11-07,11.4,3.7,2003-11-23
5078,184,제주,2003-12,8.3,10.9,21.0,2003-12-05,5.7,1.9,2003-12-19
5079,184,제주,2004-01,5.5,8.4,13.6,2004-01-05,3.2,-3.2,2004-01-21
5080,184,제주,2004-02,8.1,12.4,24.5,2004-02-21,4.5,0.8,2004-02-06
5081,184,제주,2004-03,10.0,14.2,23.9,2004-03-29,6.2,0.4,2004-03-07
5082,184,제주,2004-04,14.3,18.5,25.6,2004-04-21,10.4,5.0,2004-04-05
5083,184,제주,2004-05,18.1,22.1,30.8,2004-05-28,14.7,9.7,2004-05-04
5084,184,제주,2004-06,21.5,24.7,28.5,2004-06-23,18.8,14.6,2004-06-01
5085,184,제주,2004-07,27.4,31.2,34.1,2004-07-20,24.3,20.8,2004-07-01
5086,184,제주,2004-08,27.2,30.5,34.3,2004-08-13,24.8,21.3,2004-08-31
5087,184,제주,2004-09,23.2,26.3,31.4,2004-09-14,20.9,17.2,2004-09-23
5088,184,제주,2004-10,18.5,22.0,26.5,2004-10-01,15.4,11.3,2004-10-27
5089,184,제주,2004-11,13.9,17.6,24.0,2004-11-09,10.8,6.2,2004-11-13
5090,184,제주,2004-12,9.5,12.4,22.1,2004-12-03,6.6,1.2,2004-12-31
5091,184,제주,2005-01,5.4,7.5,13.8,2005-01-03,3.4,0.6,2005-01-09
5092,184,제주,2005-02,5.4,8.0,13.5,2005-02-16,3.0,-1.1,2005-02-01
5093,184,제주,2005-03,8.4,12.2,20.6,2005-03-08,5.1,0.1,2005-03-05
5094,184,제주,2005-04,15.4,19.7,30.1,2005-04-28,11.6,7.3,2005-04-04
5095,184,제주,2005-05,18.0,22.1,27.5,2005-05-04,14.7,11.8,2005-05-10
5096,184,제주,2005-06,23.2,26.6,33.7,2005-06-30,20.4,16.5,2005-06-04
5097,184,제주,2005-07,26.9,29.7,34.5,2005-07-03,24.7,21.2,2005-07-13
5098,184,제주,2005-08,27.4,30.3,34.7,2005-08-11,24.9,20.1,2005-08-29
5099,184,제주,2005-09,25.1,27.9,32.2,2005-09-13,22.8,20.2,2005-09-27
5100,184,제주,2005-10,19.1,22.1,29.3,2005-10-01,16.7,11.6,2005-10-31
5101,184,제주,2005-11,14.2,17.3,24.8,2005-11-03,11.1,6.8,2005-11-20
5102,184,제주,2005-12,6.0,8.6,17.8,2005-12-01,3.5,-1.5,2005-12-21
5103,184,제주,2006-01,7.3,9.7,16.3,2006-01-29,5.1,0.1,2006-01-05
5104,184,제주,2006-02,6.3,9.2,18.2,2006-02-14,3.5,-1.8,2006-02-03
5105,184,제주,2006-03,9.7,13.3,19.8,2006-03-25,6.3,0.6,2006-03-13
5106,184,제주,2006-04,13.9,17.7,29.1,2006-04-30,10.3,7.0,2006-04-03
5107,184,제주,2006-05,17.6,21.1,28.3,2006-05-22,14.5,11.5,2006-05-04
5108,184,제주,2006-06,21.1,24.3,30.0,2006-06-13,18.4,14.1,2006-06-05
5109,184,제주,2006-07,25.6,28.8,33.7,2006-07-27,23.1,19.7,2006-07-07
5110,184,제주,2006-08,27.9,30.9,34.0,2006-08-25,25.1,22.2,2006-08-30
5111,184,제주,2006-09,21.7,24.2,29.0,2006-09-04,19.7,17.1,2006-09-28
5112,184,제주,2006-10,19.9,23.5,26.7,2006-10-19,16.6,11.5,2006-10-28
5113,184,제주,2006-11,14.8,17.8,25.5,2006-11-09,12.2,7.4,2006-11-30
5114,184,제주,2006-12,9.0,11.7,18.2,2006-12-07,6.6,2.2,2006-12-28
5115,184,제주,2007-01,7.2,9.3,13.1,2007-01-01,5.0,2.0,2007-01-11
5116,184,제주,2007-02,9.1,12.7,18.8,2007-02-13,5.9,0.8,2007-02-01
5117,184,제주,2007-03,10.8,14.5,25.3,2007-03-31,7.5,1.7,2007-03-06
5118,184,제주,2007-04,13.9,17.6,23.3,2007-04-26,10.4,3.9,2007-04-05
5119,184,제주,2007-05,18.9,22.9,29.2,2007-05-26,15.4,12.5,2007-05-03
5120,184,제주,2007-06,21.5,24.4,30.7,2007-06-28,18.9,15.1,2007-06-01
5121,184,제주,2007-07,24.8,27.4,34.0,2007-07-19,22.6,19.7,2007-07-06
5122,184,제주,2007-08,28.1,31.2,33.7,2007-08-03,25.6,23.5,2007-08-31
5123,184,제주,2007-09,23.3,25.7,32.7,2007-09-20,21.3,18.7,2007-09-10
5124,184,제주,2007-10,18.3,21.2,26.3,2007-10-07,15.8,10.6,2007-10-31
5125,184,제주,2007-11,12.0,15.1,19.7,2007-11-08,9.2,3.7,2007-11-21
5126,184,제주,2007-12,9.6,11.8,17.7,2007-12-02,7.5,1.7,2007-12-31
5127,184,제주,2008-01,6.4,8.5,18.3,2008-01-11,4.5,0.2,2008-01-17
5128,184,제주,2008-02,5.1,7.8,14.8,2008-02-29,2.6,-0.5,2008-02-18
5129,184,제주,2008-03,10.0,13.4,18.3,2008-03-13,7.0,3.1,2008-03-08
5130,184,제주,2008-04,14.2,17.5,21.7,2008-04-22,11.1,6.0,2008-04-01
5131,184,제주,2008-05,17.2,21.0,26.1,2008-05-18,13.7,8.8,2008-05-15
5132,184,제주,2008-06,20.8,23.6,29.0,2008-06-18,18.4,14.4,2008-06-01
